site_name,url,bias_rating,factual_reporting_rating
Crooks and Liars,www.crooksandliars.com,-28,MIXED
Crooks and Liars,crooksandliars.co.uk,-28,MIXED
Crosscut.com,www.crosscut.com,-13,HIGH
Crosscut.com,crosscut.co.uk,-13,HIGH
CSC Mediagroup USA,www.cscmediagroupus.com,30,HIGH
CSC Mediagroup USA,cscmediagroupus.co.uk,30,HIGH
CTV News,www.ctvnews.ca,-14,HIGH
Current Affairs Magazine,www.currentaffairs.org,-21,HIGH
Curve Magazine,www.curvemag.com,-18,HIGH
Curve Magazine,curvemag.co.uk,-18,HIGH
Daily 49er,www.daily49er.com,-19,HIGH
Daily 49er,daily49er.co.uk,-19,HIGH
Daily Beast,www.thedailybeast.com,-23,HIGH
Daily Beast,thedailybeast.co.uk,-23,HIGH
Daily Business Review,www.dailybusinessreview.com,2,HIGH
Daily Business Review,dailybusinessreview.co.uk,2,HIGH
Daily Caller,www.dailycaller.com,26,MIXED
Daily Caller,dailycaller.co.uk,26,MIXED
Daily Dems,www.dailydems.com,-29,MIXED
Daily Dems,dailydems.co.uk,-29,MIXED
Daily Dot,www.dailydot.com,-19,HIGH
Daily Dot,dailydot.co.uk,-19,HIGH
Daily Express,www.express.co.uk,23,MIXED
Daily Herald,www.dailyherald.com,8,HIGH
Daily Herald,dailyherald.co.uk,8,HIGH
Daily Hive,www.dailyhive.com,-9,HIGH
Daily Hive,dailyhive.co.uk,-9,HIGH
Daily Journal (Illinois),www.daily-journal.com,1,HIGH
Daily Journal (Illinois),daily-journal.co.uk,1,HIGH
Daily Journal (Missouri),www.dailyjournalonline.com,-3,HIGH
Daily Journal (Missouri),dailyjournalonline.co.uk,-3,HIGH
Daily Kos,www.dailykos.com,-27,MIXED
Daily Kos,dailykos.co.uk,-27,MIXED
Daily Mail,www.dailymail.co.uk,24,MIXED
Daily Mirror,www.mirror.co.uk,-23,MIXED
Daily News Bin,www.dailynewsbin.com,-28,MIXED
Daily News Bin,dailynewsbin.co.uk,-28,MIXED
Daily Press,www.dailypress.com,7,HIGH
Daily Press,dailypress.co.uk,7,HIGH
Daily Record (Scotland),www.dailyrecord.co.uk,-22,MIXED
Daily Record,www.dailyrecord.com,-4,HIGH
Daily Record,dailyrecord.co.uk,-4,HIGH
Daily Sabah,www.dailysabah.com,22,MIXED
Daily Sabah,dailysabah.co.uk,22,MIXED
Daily Signal,www.dailysignal.com,29,MIXED
Daily Signal,dailysignal.co.uk,29,MIXED
Daily Surge,www.dailysurge.com,28,MIXED
Daily Surge,dailysurge.co.uk,28,MIXED
Daily Telegraph,www.telegraph.co.uk,11,HIGH
Dallas Morning News,www.dallasnews.com,12,HIGH
Dallas Morning News,dallasnews.co.uk,12,HIGH
Dallas Voice,www.dallasvoice.com,-23,HIGH
Dallas Voice,dallasvoice.co.uk,-23,HIGH
Dangerous,www.dangerous.com,30,MIXED
Dangerous,dangerous.co.uk,30,MIXED
Darien Times,www.darientimes.com,-2,HIGH
Darien Times,darientimes.co.uk,-2,HIGH
Dawn,www.dawn.com,-12,HIGH
Dawn,dawn.co.uk,-12,HIGH
Dayton Daily News,www.daytondailynews.com,-5,HIGH
Dayton Daily News,daytondailynews.co.uk,-5,HIGH
DC Statesman,www.dcstatesman.com,29,MIXED
DC Statesman,dcstatesman.co.uk,29,MIXED
DC Tribune,www.dctribune.org,-29,MIXED
DC Whispers,www.dcwhispers.com,29,MIXED
DC Whispers,dcwhispers.co.uk,29,MIXED
DCReport.org,www.dcreport.org,-17,HIGH
de Volkskrant,www.volkskrant.nl,9,HIGH
Dead State,www.deadstate.org,-24,HIGH
Deadline Hollywood,www.deadline.com,-15,HIGH
Deadline Hollywood,deadline.co.uk,-15,HIGH
Deadspin,www.deadspin.com,-22,HIGH
Deadspin,deadspin.co.uk,-22,HIGH
DeathandTaxes,www.deathandtaxesmag.com,-22,HIGH
DeathandTaxes,deathandtaxesmag.co.uk,-22,HIGH
Debate Post,www.debatepost.com,19,HIGH
Debate Post,debatepost.co.uk,19,HIGH
Deccan Chronicle,www.deccanchronicle.com,14,HIGH
Deccan Chronicle,deccanchronicle.co.uk,14,HIGH
Deccan Herald,www.deccanherald.com,-13,MIXED
Deccan Herald,deccanherald.co.uk,-13,MIXED
Deep Left Field,www.deepleftfield.info,-29,MIXED
DeepStateNation.com,www.deepstatenation.com,-27,MIXED
DeepStateNation.com,deepstatenation.co.uk,-27,MIXED
Defense One,www.defenseone.com,0,HIGH
Defense One,defenseone.co.uk,0,HIGH
Delaware Online – The News Journal,www.delawareonline.com,-9,HIGH
Delaware Online – The News Journal,delawareonline.co.uk,-9,HIGH
Democracy 21,www.democracy21.org,-16,HIGH
Democracy Chronicles,www.democracychronicles.org,-24,HIGH
Democracy Guardian,www.democracyguardian.com,-28,MIXED
Democracy Guardian,democracyguardian.co.uk,-28,MIXED
Democracy Now,www.democracynow.org,-22,HIGH
Democrat and Chronicle,www.democratandchronicle.com,-11,HIGH
Democrat and Chronicle,democratandchronicle.co.uk,-11,HIGH
Democratic Underground,www.democraticunderground.com,-28,MIXED
Democratic Underground,democraticunderground.co.uk,-28,MIXED
Demos,www.demos.org,-11,HIGH
Denver Post,www.denverpost.com,-14,HIGH
Denver Post,denverpost.co.uk,-14,HIGH
Deplorables Report,www.deplorablesreport.com,24,MIXED
Deplorables Report,deplorablesreport.co.uk,24,MIXED
Deseret News,www.deseretnews.com,15,HIGH
Deseret News,deseretnews.co.uk,15,HIGH
Desert Sun,www.desertsun.com,6,HIGH
Desert Sun,desertsun.co.uk,6,HIGH
DeSmog,www.desmogblog.com,-18,HIGH
DeSmog,desmogblog.co.uk,-18,HIGH
Detroit Free Press,www.freep.com,-12,HIGH
Detroit Free Press,freep.co.uk,-12,HIGH
Detroit News,www.detroitnews.com,12,HIGH
Detroit News,detroitnews.co.uk,12,HIGH
Die Hard Democrat,www.dieharddemocrat.com,-26,HIGH
Die Hard Democrat,dieharddemocrat.co.uk,-26,HIGH
Die Zeit,www.zeit.de,-9,HIGH
DifferenceBetween.net,www.differencebetween.net,0,VERY HIGH
Digg,www.digg.com,-9,HIGH
Digg,digg.co.uk,-9,HIGH
Digital Journal,www.digitaljournal.com,-2,HIGH
Digital Journal,digitaljournal.co.uk,-2,HIGH
Disobedient Media,www.disobedientmedia.com,24,MIXED
Disobedient Media,disobedientmedia.co.uk,24,MIXED
Dissent Magazine,www.dissentmagazine.org,-23,HIGH
DiversityInc,www.diversityinc.com,-12,HIGH
DiversityInc,diversityinc.co.uk,-12,HIGH
Doctors Without Borders,www.doctorswithoutborders.org,-1,HIGH
Downsizing the Federal Government,www.downsizinggovernment.org,15,HIGH
DPA German Press Agency,www.dpa-international.com,-3,HIGH
DPA German Press Agency,dpa-international.co.uk,-3,HIGH
Drudge Report,www.drudgereport.com,29,MIXED
Drudge Report,drudgereport.co.uk,29,MIXED
Drudge Retort,www.drudge.com,-23,MIXED
Drudge Retort,drudge.co.uk,-23,MIXED
Duluth News Tribune,www.duluthnewstribune.com,9,HIGH
Duluth News Tribune,duluthnewstribune.co.uk,9,HIGH
Dutch Daily News,www.dutchdailynews.com,-13,HIGH
Dutch Daily News,dutchdailynews.co.uk,-13,HIGH
Dutch Review,www.dutchreview.com,-13,MIXED
Dutch Review,dutchreview.co.uk,-13,MIXED
DW News,www.dw.com,-14,HIGH
DW News,dw.co.uk,-14,HIGH
Eagle Tribune,www.eagletribune.com,1,HIGH
Eagle Tribune,eagletribune.co.uk,1,HIGH
Earth First Journal,www.earthfirstjournal.org,-26,MIXED
Earth Institute,www.earth.columbia.edu,-2,HIGH
EarthJustice,www.earthjustice.org,-17,HIGH
East Bay Times,www.eastbaytimes.com,-9,HIGH
East Bay Times,eastbaytimes.co.uk,-9,HIGH
Economic Policy Institute,www.epi.org,-13,HIGH
EconomicPolicyJournal.com,www.economicpolicyjournal.com,24,HIGH
EconomicPolicyJournal.com,economicpolicyjournal.co.uk,24,HIGH
Economics.Help,www.economicshelp.org,-13,HIGH
Economy In Crisis,www.economyincrisis.org,-24,MIXED
Edmonton Journal,www.edmontonjournal.com,-10,HIGH
Edmonton Journal,edmontonjournal.co.uk,-10,HIGH
Edmonton Sun,www.edmontonsun.com,15,HIGH
Edmonton Sun,edmontonsun.co.uk,15,HIGH
EgbertoWillies,www.egbertowillies.com,-28,HIGH
EgbertoWillies,egbertowillies.co.uk,-28,HIGH
Egyptian Streets,www.egyptianstreets.com,-12,MIXED
Egyptian Streets,egyptianstreets.co.uk,-12,MIXED
EJ Insight (EJI),www.ejinsight.com,-5,HIGH
EJ Insight (EJI),ejinsight.co.uk,-5,HIGH
El Pais,www.elpais.com,-13,HIGH
El Pais,elpais.co.uk,-13,HIGH
El Paso Times,www.elpasotimes.com,-8,HIGH
El Paso Times,elpasotimes.co.uk,-8,HIGH
Electoral-Vote.com,www.electoral-vote.com,-19,HIGH
Electoral-Vote.com,electoral-vote.co.uk,-19,HIGH
Electronic Frontier Foundation,www.eff.org,-8,HIGH
Electronic Intifada,www.electronicintifada.net,-25,HIGH
Elisabeth Parker,www.elisabethparker.com,-26,HIGH
Elisabeth Parker,elisabethparker.co.uk,-26,HIGH
Elite Daily,www.elitedaily.com,-19,MIXED
Elite Daily,elitedaily.co.uk,-19,MIXED
Elko Daily Free Press,www.elkodaily.com,1,HIGH
Elko Daily Free Press,elkodaily.co.uk,1,HIGH
Emirates 24/7,www.emirates247.com,-11,HIGH
Emirates 24/7,emirates247.co.uk,-11,HIGH
Empty Wheel,www.emptywheel.net,-15,HIGH
Energy Citizens,www.energycitizens.org,27,MIXED
Engadget,www.engadget.com,-12,HIGH
Engadget,engadget.co.uk,-12,HIGH
Erie Times-News,www.goerie.com,-4,HIGH
Erie Times-News,goerie.co.uk,-4,HIGH
ERR News (Estonia Public Broadcasting),www.news.err.ee,1,HIGH
Esquire Magazine,www.esquire.com,-22,HIGH
Esquire Magazine,esquire.co.uk,-22,HIGH
Ethics & Religious Liberty Commission (ERLC),www.erlc.com,28,MIXED
Ethics & Religious Liberty Commission (ERLC),erlc.co.uk,28,MIXED
Ethics and Public Policy Center (EPPC),www.eppc.org,15,HIGH
EU Observer,www.euobserver.com,-11,HIGH
EU Observer,euobserver.co.uk,-11,HIGH
Euractiv,www.euractiv.com,-17,MIXED
Euractiv,euractiv.co.uk,-17,MIXED
Eurasia Group,www.eurasiagroup.net,-3,HIGH
Eurasia Review,www.eurasiareview.com,-4,HIGH
Eurasia Review,eurasiareview.co.uk,-4,HIGH
Euronews,www.euronews.com,-4,HIGH
Euronews,euronews.co.uk,-4,HIGH
Every CRS Report,www.everycrsreport.com,0,VERY HIGH
Every CRS Report,everycrsreport.co.uk,0,VERY HIGH
Everyday Feminism,www.everydayfeminism.com,-21,HIGH
Everyday Feminism,everydayfeminism.co.uk,-21,HIGH
Evonomics,www.evonomics.com,-23,HIGH
Evonomics,evonomics.co.uk,-23,HIGH
Exposing the Truth,www.exposingtruth.com,-10,HIGH
Exposing the Truth,exposingtruth.co.uk,-10,HIGH
ExtraNewsFeed,www.extranewsfeed.com,-25,MIXED
ExtraNewsFeed,extranewsfeed.co.uk,-25,MIXED
Fact / Myth,www.factmyth.com,-9,HIGH
Fact / Myth,factmyth.co.uk,-9,HIGH
Factbox.TV,www.factbox.tv,-15,HIGH
FactCheck,www.factcheck.org,-1,VERY HIGH
Facts and Logic About the Middle East (FLAME),www.factsandlogic.org,28,MIXED
FactsCan,www.factscan.ca,-1,VERY HIGH
Factwire News Agency,www.factwire.org,-1,HIGH
Fair Observer,www.fairobserver.com,-3,HIGH
Fair Observer,fairobserver.co.uk,-3,HIGH
Fairness & Accuracy in Reporting (FAIR),www.fair.org,-14,HIGH
FairVote,www.fairvote.org,-9,HIGH
Faith Family America,www.faithfamilyamerica.com,13,HIGH
Faith Family America,faithfamilyamerica.co.uk,13,HIGH
FaithWire,www.faithwire.com,27,MIXED
FaithWire,faithwire.co.uk,27,MIXED
Family Security Matters,www.familysecuritymatters.org,26,MIXED
Far Left Watch,www.farleftwatch.com,29,HIGH
Far Left Watch,farleftwatch.co.uk,29,HIGH
Fast Company Magazine,www.fastcompany.com,-11,HIGH
Fast Company Magazine,fastcompany.co.uk,-11,HIGH
Federal News Radio,www.federalnewsradio.com,-1,HIGH
Federal News Radio,federalnewsradio.co.uk,-1,HIGH
Federal Times,www.federaltimes.com,0,HIGH
Federal Times,federaltimes.co.uk,0,HIGH
Federalist Press,www.federalistpress.com,30,MIXED
Federalist Press,federalistpress.co.uk,30,MIXED
Federalist Society,www.fedsoc.org,26,MIXED
Feminist Current,www.feministcurrent.com,-19,HIGH
Feminist Current,feministcurrent.co.uk,-19,HIGH
Feminist Frequency,www.feministfrequency.com,-8,HIGH
Feminist Frequency,feministfrequency.co.uk,-8,HIGH
Feministing,www.feministing.com,-25,HIGH
Feministing,feministing.co.uk,-25,HIGH
Fifth Estate,www.fifthestate.org,-22,HIGH
Fight for the Future,www.fightforthefuture.org,-14,HIGH
Filming Cops,www.filmingcops.com,-24,HIGH
Filming Cops,filmingcops.co.uk,-24,HIGH
Financial Express,www.financialexpress.com,2,HIGH
Financial Express,financialexpress.co.uk,2,HIGH
Financial Post,www.financialpost.com,10,HIGH
Financial Post,financialpost.co.uk,10,HIGH
Financial Times,www.ft.com,1,HIGH
Financial Times,ft.co.uk,1,HIGH
First Draft News,www.firstdraftnews.org,-3,HIGH
First in Freedom Daily,www.firstinfreedomdaily.com,28,MIXED
First in Freedom Daily,firstinfreedomdaily.co.uk,28,MIXED
First Post,www.firstpost.com,-22,HIGH
First Post,firstpost.co.uk,-22,HIGH
First Things Magazine,www.firstthings.com,23,MIXED
First Things Magazine,firstthings.co.uk,23,MIXED
FitsNews,www.fitsnews.com,13,HIGH
FitsNews,fitsnews.co.uk,13,HIGH
FiveThirtyEight,www.fivethirtyeight.com,-8,HIGH
FiveThirtyEight,fivethirtyeight.co.uk,-8,HIGH
Florida Times-Union,www.jacksonville.com,10,HIGH
Florida Times-Union,jacksonville.co.uk,10,HIGH
Forbes,www.forbes.com,14,MIXED
Forbes,forbes.co.uk,14,MIXED
Foreign Affairs,www.foreignaffairs.com,5,HIGH
Foreign Affairs,foreignaffairs.co.uk,5,HIGH
Foreign Policy in Focus,www.fpif.org,-10,HIGH
Foreign Policy Initiative,www.foreignpolicyi.org,12,HIGH
Foreign Policy Journal,www.foreignpolicyjournal.com,-26,MIXED
Foreign Policy Journal,foreignpolicyjournal.co.uk,-26,MIXED
Foreign Policy News,www.foreignpolicynews.org,-23,MIXED
Foreign Policy Research Institute,www.fpri.org,10,VERY HIGH
Foreign Policy,www.foreignpolicy.com,3,HIGH
Foreign Policy,foreignpolicy.co.uk,3,HIGH
Fort Bend Herald,www.fbherald.com,13,HIGH
Fort Bend Herald,fbherald.co.uk,13,HIGH
Fort Worth Star-Telegram,www.star-telegram.com,10,HIGH
Fort Worth Star-Telegram,star-telegram.co.uk,10,HIGH
Fort Worth Star-Telegram,www.star-telegram.com,10,HIGH
Fort Worth Star-Telegram,star-telegram.co.uk,10,HIGH
Fort Worth Weekly,www.fwweekly.com,-14,HIGH
Fort Worth Weekly,fwweekly.co.uk,-14,HIGH
Fortnightly Review,www.fortnightlyreview.co.uk,15,HIGH
Fortune Magazine,www.fortune.com,8,HIGH
Fortune Magazine,fortune.co.uk,8,HIGH
Forward Progressives,www.forwardprogressives.com,-26,HIGH
Forward Progressives,forwardprogressives.co.uk,-26,HIGH
Foundation for Defense of Democracies,www.defenddemocracy.org,21,HIGH
Foundation for Economic Education,www.fee.org,12,HIGH
Fox News,www.foxnews.com,24,MIXED
Fox News,foxnews.co.uk,24,MIXED
France24,www.france24.com,-13,HIGH
France24,france24.co.uk,-13,HIGH
Franklin Center for Government and Public Integrity,www.franklincenterhq.org,15,MIXED
Fraser Institute,www.fraserinstitute.org,13,HIGH
Freakonomics Radio,www.freakonomics.com,-10,HIGH
Freakonomics Radio,freakonomics.co.uk,-10,HIGH
Free Press,www.freepress.org,-27,HIGH
Free Press,www.freepress.net,-15,HIGH
Free Rein News,www.frnewsreport.com,-28,HIGH
Free Rein News,frnewsreport.co.uk,-28,HIGH
Free Republic,www.freerepublic.com,27,MIXED
Free Republic,freerepublic.co.uk,27,MIXED
Free West Media,www.freewestmedia.com,26,MIXED
Free West Media,freewestmedia.co.uk,26,MIXED
Free Wheel Media,www.freewheelus.com,-12,HIGH
Free Wheel Media,freewheelus.co.uk,-12,HIGH
Freedom Crossroads,www.freedomcrossroads.com,26,MIXED
Freedom Crossroads,freedomcrossroads.co.uk,26,MIXED
Freedom From Religion Foundation (FFRF),www.ffrf.org,-1,HIGH
Freedom House,www.freedomhouse.org,10,HIGH
Freedom News and Journal,www.freedomnews.org.uk,-27,HIGH
Freedom Works,www.freedomworks.org,26,MIXED
Fresno Bee,www.fresnobee.com,-11,HIGH
Fresno Bee,fresnobee.co.uk,-11,HIGH
Frontiers of Freedom,www.ff.org,24,MIXED
FStv (freespeech.org),www.freespeech.org,-19,HIGH
Full Fact (UK),www.fullfact.org,-5,VERY HIGH
Fusion,www.fusion.kinja.com,-16,MIXED
Fusion,fusion.kinja.co.uk,-16,MIXED
Future in America,www.futureinamerica.com,30,MIXED
Future in America,futureinamerica.co.uk,30,MIXED
Gallup,www.gallup.com,-2,VERY HIGH
Gallup,gallup.co.uk,-2,VERY HIGH
Gatestone Institute,www.gatestoneinstitute.org,28,MIXED
Gay Star News,www.gaystarnews.com,-15,HIGH
Gay Star News,gaystarnews.co.uk,-15,HIGH
GBTimes,www.gbtimes.com,-2,HIGH
GBTimes,gbtimes.co.uk,-2,HIGH
Gears of Biz,www.gearsofbiz.com,-4,HIGH
Gears of Biz,gearsofbiz.co.uk,-4,HIGH
Geopolitics Alert,www.geopoliticsalert.com,-13,HIGH
Geopolitics Alert,geopoliticsalert.co.uk,-13,HIGH
Get Religion,www.getreligion.org,26,MIXED
Gizmodo,www.gizmodo.com,-20,HIGH
Gizmodo,gizmodo.co.uk,-20,HIGH
Glamour Magazine,www.glamour.com,-14,HIGH
Glamour Magazine,glamour.co.uk,-14,HIGH
Global Citizen,www.globalcitizen.org,-11,HIGH
Global Integrity,www.globalintegrity.org,1,HIGH
Global News,www.globalnews.ca,-8,HIGH
Global Post,www.pri.org,-10,HIGH
Global Risk Insights (GRI),www.globalriskinsights.com,-7,HIGH
Global Risk Insights (GRI),globalriskinsights.co.uk,-7,HIGH
Global Slavery Index,www.globalslaveryindex.org,-1,VERY HIGH
Global Times (China),www.globaltimes.cn,-10,HIGH
Global Voices,www.globalvoices.org,-18,HIGH
Globe Gazette (Iowa),www.globegazette.com,-3,HIGH
Globe Gazette (Iowa),globegazette.co.uk,-3,HIGH
Globe Today,www.globetoday.com,-22,MIXED
Globe Today,globetoday.co.uk,-22,MIXED
Good Magazine,www.good.is,-21,HIGH
GoodNewsNetwork,www.goodnewsnetwork.org,1,HIGH
GOP.com,www.gop.com,24,MIXED
GOP.com,gop.co.uk,24,MIXED
GOPOCALYPSE,www.gopocalypse.org,-28,MIXED
GOPUSA,www.gopusa.com,29,MIXED
GOPUSA,gopusa.co.uk,29,MIXED
Governing Magazine,www.governing.com,-8,HIGH
Governing Magazine,governing.co.uk,-8,HIGH
Government Accountability Institute,www.g-a-i.org,29,MIXED
Government Executive,www.govexec.com,-4,HIGH
Government Executive,govexec.co.uk,-4,HIGH
GovTrack,www.govtrack.us,0,VERY HIGH
GQ Magazine,www.gq.com,-19,HIGH
GQ Magazine,gq.co.uk,-19,HIGH
Grabien News,www.news.grabien.com,-3,MIXED
Grabien News,news.grabien.co.uk,-3,MIXED
Grand Rapids Press,www.mlive.com,13,HIGH
Grand Rapids Press,mlive.co.uk,13,HIGH
Grasping Reality With Both Hands: Bradford DeLong,www.bradford-delong.com,-21,HIGH
Grasping Reality With Both Hands: Bradford DeLong,bradford-delong.co.uk,-21,HIGH
Green Left Weekly,www.greenleft.org.au,-26,MIXED
Greensboro News and Record,www.greensboro.com,-12,HIGH
Greensboro News and Record,greensboro.co.uk,-12,HIGH
Greentech Media,www.greentechmedia.com,-12,HIGH
Greentech Media,greentechmedia.co.uk,-12,HIGH
Greenville Gazette,www.greenvillegazette.com,-26,HIGH
Greenville Gazette,greenvillegazette.co.uk,-26,HIGH
Grist,www.grist.org,-14,HIGH
Groopspeak,www.news.groopspeak.com,-28,MIXED
Groopspeak,news.groopspeak.co.uk,-28,MIXED
Group of Thirty,www.group30.org,7,HIGH
Guardian Liberty Voice,www.guardianlv.com,-24,HIGH
Guardian Liberty Voice,guardianlv.co.uk,-24,HIGH
Guardians of Democracy,www.theguardiansofdemocracy.com,-24,HIGH
Guardians of Democracy,theguardiansofdemocracy.co.uk,-24,HIGH
Guerrilla News,www.guerrilla.news,30,MIXED
Guido Fawkes,www.order-order.com,29,MIXED
Guido Fawkes,order-order.co.uk,29,MIXED
Gulf News,www.gulfnews.com,10,HIGH
Gulf News,gulfnews.co.uk,10,HIGH
Guns.com,www.guns.com,10,HIGH
Guns.com,guns.co.uk,10,HIGH
Haaretz,www.haaretz.com,-16,HIGH
Haaretz,haaretz.co.uk,-16,HIGH
Happy Foxie,www.happy-foxie.com,-28,MIXED
Happy Foxie,happy-foxie.co.uk,-28,MIXED
Harper’s Magazine,www.harpers.org,-8,HIGH
Harvard Business Review,www.hbr.org,-3,HIGH
Harvard Gazette,www.news.harvard.edu,-4,HIGH
Harvard Political Review,www.harvardpolitics.com,-4,HIGH
Harvard Political Review,harvardpolitics.co.uk,-4,HIGH
Hastings Tribune,www.hastingstribune.com,-2,HIGH
Hastings Tribune,hastingstribune.co.uk,-2,HIGH
Health Magazine,www.health.com,-11,MIXED
Health Magazine,health.co.uk,-11,MIXED
Healthcare Finance News,www.healthcarefinancenews.com,-1,HIGH
Healthcare Finance News,healthcarefinancenews.co.uk,-1,HIGH
HealthyWay,www.healthyway.com,-11,HIGH
HealthyWay,healthyway.co.uk,-11,HIGH
Heartland Institute,www.heartland.org,29,MIXED
Heat Street,www.heatst.com,24,MIXED
Heat Street,heatst.co.uk,24,MIXED
Heavy,www.heavy.com,-13,HIGH
Heavy,heavy.co.uk,-13,HIGH
Helsinki Times,www.helsinkitimes.fi,-15,HIGH
Herald & Review (Illinois),www.herald-review.com,2,HIGH
Herald & Review (Illinois),herald-review.co.uk,2,HIGH
Herald-Sun,www.heraldsun.com.au,11,HIGH
Heritage Foundation,www.heritage.org,29,MIXED
HermanCain.com,www.hermancain.com,29,MIXED
HermanCain.com,hermancain.co.uk,29,MIXED
Heterodox Academy,www.heterodoxacademy.org,8,HIGH
High Country News,www.hcn.org,-13,HIGH
High Point Enterprise,www.hpenews.com,10,HIGH
High Point Enterprise,hpenews.co.uk,10,HIGH
Highline,www.highline.huffingtonpost.com,-12,HIGH
Highline,highline.huffingtonpost.co.uk,-12,HIGH
Hillary Daily,www.hillarydaily.com,23,MIXED
Hillary Daily,hillarydaily.co.uk,23,MIXED
Hindustan Times,www.hindustantimes.com,-8,HIGH
Hindustan Times,hindustantimes.co.uk,-8,HIGH
History News Network,www.historynewsnetwork.org,-12,HIGH
Hoax Slayer,www.hoax-slayer.com,0,VERY HIGH
Hoax Slayer,hoax-slayer.co.uk,0,VERY HIGH
Hollywood Reporter,www.hollywoodreporter.com,-15,HIGH
Hollywood Reporter,hollywoodreporter.co.uk,-15,HIGH
Homeland Security News Wire,www.homelandsecuritynewswire.com,1,HIGH
Homeland Security News Wire,homelandsecuritynewswire.co.uk,1,HIGH
Honest Reporting,www.honestreporting.com,10,HIGH
Honest Reporting,honestreporting.co.uk,10,HIGH
Honolulu Star-Advertiser,www.staradvertiser.com,-11,HIGH
Honolulu Star-Advertiser,staradvertiser.co.uk,-11,HIGH
Hoover Institution,www.hoover.org,13,MIXED
Hot Air,www.hotair.com,26,HIGH
Hot Air,hotair.co.uk,26,HIGH
Houston Chronicle,www.houstonchronicle.com,-14,HIGH
Houston Chronicle,houstonchronicle.co.uk,-14,HIGH
Hudson Institute,www.hudson.org,22,HIGH
Huffington Post (HuffPost),www.huffingtonpost.com,-21,HIGH
Huffington Post (HuffPost),huffingtonpost.co.uk,-21,HIGH
Human Events,www.humanevents.com,26,MIXED
Human Events,humanevents.co.uk,26,MIXED
Human Progress,www.humanprogress.org,16,MIXED
Human Rights Campaign (HRC),www.hrc.org,-24,HIGH
Human Rights Watch,www.hrw.org,-8,HIGH
Humanium,www.humanium.org,-13,HIGH
Hurriyet Daily News,www.hurriyetdailynews.com,-11,MIXED
Hurriyet Daily News,hurriyetdailynews.co.uk,-11,MIXED
I Bleed Red White and Blue,www.ibleedredwhiteblue.com,27,MIXED
I Bleed Red White and Blue,ibleedredwhiteblue.co.uk,27,MIXED
I24 News,www.i24news.tv,1,HIGH
Ice News,www.icenews.is,-13,HIGH
ICitizen,www.icitizen.com,-3,HIGH
ICitizen,icitizen.co.uk,-3,HIGH
Idaho Statesman,www.idahostatesman.com,-3,HIGH
Idaho Statesman,idahostatesman.co.uk,-3,HIGH
If Americans Knew,www.ifamericaknew.org,-15,HIGH
IHS Janes 360,www.janes.com,1,HIGH
IHS Janes 360,janes.co.uk,1,HIGH
Illinois Policy Institute,www.illinoispolicy.org,20,HIGH
iMediaEthics,www.imediaethics.org,-4,HIGH
Impeach Trump Now,www.impeachdjtnow.com,-29,MIXED
Impeach Trump Now,impeachdjtnow.co.uk,-29,MIXED
Imprimis (Hillsdale College),www.imprimis.hillsdale.edu,24,MIXED
In Defence of Marxism,www.marxist.com,-27,HIGH
In Defence of Marxism,marxist.co.uk,-27,HIGH
In Homeland Security,www.inhomelandsecurity.com,9,HIGH
In Homeland Security,inhomelandsecurity.co.uk,9,HIGH
In These Times,www.inthesetimes.com,-22,HIGH
In These Times,inthesetimes.co.uk,-22,HIGH
Independent Australia,www.independentaustralia.net,-15,HIGH
Independent Journal Review,www.ijr.com,26,HIGH
Independent Journal Review,ijr.co.uk,26,HIGH
Independent Media Center,www.indymedia.org,-14,MIXED
Independent Record (Montana),www.helenair.com,1,HIGH
Independent Record (Montana),helenair.co.uk,1,HIGH
Independent Reporter (Ir.net),www.ir.net,-27,MIXED
Independent Sentinel,www.independentsentinel.com,29,HIGH
Independent Sentinel,independentsentinel.co.uk,29,HIGH
Independent Voter Network (IVN),www.ivn.us,-4,HIGH
Independent Women’s Forum (IWF),www.iwf.org,24,MIXED
India Today,www.indiatoday.intoday.in,-4,HIGH
Indianapolis Star,www.indystar.com,-10,HIGH
Indianapolis Star,indystar.co.uk,-10,HIGH
Inequality Media,www.inequalitymedia.org,-19,HIGH
iNews,www.inews.co.uk,-13,HIGH
Informed Comment,www.juancole.com,-19,HIGH
Informed Comment,juancole.co.uk,-19,HIGH
Inquisitr,www.inquisitr.com,-14,MIXED
Inquisitr,inquisitr.co.uk,-14,MIXED
Inside Higher Ed,www.insidehighered.com,-7,HIGH
Inside Higher Ed,insidehighered.co.uk,-7,HIGH
Inside Philanthropy,www.insidephilanthropy.com,-13,HIGH
Inside Philanthropy,insidephilanthropy.co.uk,-13,HIGH
InsideClimate News,www.insideclimatenews.org,-7,HIGH
InsideSources,www.insidesources.com,12,HIGH
InsideSources,insidesources.co.uk,12,HIGH
Institute for Family Studies,www.ifstudies.org,23,MIXED
Institute for Humane Studies,www.theihs.org,7,HIGH
Institute for Middle East Understanding (IMEU),www.imeu.org,-12,HIGH
Institute for Policy Studies,www.ips-dc.org,-28,HIGH
Institute for Women’s Policy Research (IWPR),www.iwpr.org,-4,HIGH
Institute on Taxation and Economic Policy (ITEP),www.itep.org,-11,HIGH
Intellectual Takeout,www.intellectualtakeout.org,26,MIXED
Inter Press Service (IPS),www.ips.org,-16,HIGH
International Business Times,www.ibtimes.com,-11,MIXED
International Business Times,ibtimes.co.uk,-11,MIXED
